feature,importance
X44,0.8164125183632336
X45,0.5567935507255719
X5,0.5214757822415315
X42,0.5141550682605388
X37,0.5062577735567445
X2,0.4922420731897854
X16,0.48687280813637074
X28,0.4587945957960509
X9,0.4013371690486316
X33,0.3683410879820164
X15,0.3606761614362841
X34,0.35875696618400427
X46,0.3550024763410743
X6,0.33055282512736706
X3,0.28469723739705555
X32,0.27715205964815925
X12,0.25983439457856683
X10,0.2593021811955652
X36,0.24633383486186378
X39,0.2436710505807241
X25,0.23976656741488733
X27,0.21960973506710854
X30,0.21169539708378582
X38,0.21094540945428972
X23,0.203207541587636
X35,0.19920362958500273
X26,0.16400699001569535
X21,0.1523115974067371
X49,0.14861776881960717
X48,0.13145780694423664
X41,0.13022021195002392
X17,0.13009528808816465
X31,0.12517728711579088
X13,0.12443306219081997
X43,0.11408879314593705
X40,0.11258524935675507
X8,0.10908138239142275
X14,0.1082411299251026
X0,0.10811858626473342
X11,0.10268384399224599
X29,0.09820011721030587
X24,0.08735843619414163
X1,0.08645184520937037
X19,0.08567563407950757
X20,0.08326712108935831
X47,0.07984071136830845
X18,0.07290934742928179
X7,0.0712113179041925
X4,0.041841767352240676
X22,0.02640162088189835
