feature,importance
X2,1.063690256156802
X16,0.9122588868679347
X42,0.888542454644781
X37,0.818279363010827
X15,0.8174056913394048
X12,0.7835283708670993
X9,0.7531067714030284
X32,0.735455810681776
X5,0.7245841616484371
X35,0.6878577525486811
X26,0.6604400210773604
X6,0.6378187153148978
X25,0.6188301786603093
X23,0.4249012571655373
X1,0.4134052374389826
X0,0.3562016399798029
X31,0.3529396469475345
X22,0.29597279004556504
X33,0.27637041732552836
X44,0.263522312993575
X3,0.2518213235562049
X19,0.24282968370927308
X10,0.23273938250409404
X18,0.1913879367660533
X39,0.15474758471646102
X38,0.15232938146815073
X7,0.1423245707566538
X43,0.11742659394788085
X21,0.1150684737007658
X17,0.0800784655146788
X49,0.06442735228225015
X34,0.055426236658565387
X47,0.053878447142474986
X41,0.05311684798501092
X27,0.04360328512261209
X8,0.0435500273831087
X45,0.038602678885371174
X13,0.026916971704486106
X40,0.025209801161077506
X11,0.024712701843895513
X20,0.023482365195778964
X14,0.020331132368080866
X30,0.019838852891584574
X4,0.019295644417102308
X24,0.018370743704896567
X29,0.011887130071632366
X28,0.011792133487544458
X46,0.008342879515287022
X48,0.007906839948007774
X36,0.0045556681108691235
