feature,importance
X28,0.17043659888818444
X23,0.1605685951891034
X35,0.08106331289237706
X44,0.08028449132265507
X36,0.06836912284255166
X39,0.06769991231748239
X32,0.06480244092897865
X40,0.05817793697926265
X48,0.05155542973381819
X41,0.04337990931886086
X34,0.042043038484517264
X25,0.035645983174776956
X26,0.035617756682807415
X49,0.030482526756232625
X21,0.029780433532689478
X43,0.028744687401972783
X22,0.028383077639454753
X27,0.027933049336941136
X13,0.025689590081690167
X17,0.024190608435026725
X18,0.023950740466111595
X24,0.02016242174953541
X33,0.01998599578516089
X7,0.019198459087381273
X1,0.01862047849003096
X37,0.018361072534911208
X46,0.017649747655555544
X47,0.015915610807094034
X38,0.014659317291307044
X16,0.013493791597197427
X8,0.013178056017053625
X11,0.01240657352416226
X6,0.010758353617660981
X19,0.010332541747274836
X20,0.010263896104556374
X30,0.00996382490256988
X31,0.009576821025487068
X3,0.007446460539796656
X45,0.007061154764513269
X42,0.006082957575766116
X14,0.005430635124471289
X2,0.004952225305360488
X10,0.004776546494197001
X29,0.004684888722042891
X9,0.004338406489188807
X5,0.0039986495694776065
X0,0.003635963055412987
X12,0.0023083378358578076
X15,0.002127352199152323
X4,0.0
