feature,importance
X24,0.016478868965883763
X17,0.013017805821564286
X4,0.012748475203965447
X49,0.008711567547257082
X33,0.004518261649404187
X14,0.004455582861444725
X40,0.0040179688572535305
X46,0.0038140671404083342
X34,0.0029532896756121313
X2,0.002564666761740575
X22,0.002349775279018077
X36,0.0018447803329239884
X30,0.0016830912697155436
X25,0.0016378972817742022
X21,0.0013349305157655874
X19,0.001212571353039463
X23,0.001180775070686914
X3,0.00112260808340016
X11,0.0010792161334568498
X45,0.001045187515330774
X35,0.001044650772777417
X20,0.0010371353192015894
X43,0.000978032227501133
X6,0.0009652710984340375
X8,0.000891470578745689
X42,0.0008623330412093593
X48,0.0007012648814382528
X16,0.0006937792395815281
X12,0.0006916707751870686
X15,0.0006915337743240762
X26,0.0005815474170590989
X32,0.0005724140252558263
X13,0.00042302184573418634
X37,0.0004194951071868019
X28,0.0002788596953753834
X29,0.00026660221994823904
X0,0.000261543769341538
X39,0.00019223483207111484
X9,0.00018730601548493195
X31,0.0001709608168246274
X44,0.00016535695366729237
X47,0.00015753753328105557
X18,0.00010079356115382317
X41,8.747346099390353e-05
X10,8.718543304641833e-05
X5,6.416035424500783e-05
X38,3.572356246001859e-05
X7,1.8234694978768472e-06
X27,0.0
X1,0.0
