feature,importance
X8,32667.42979553186
X0,6877.228882750655
X6,5962.113737250328
X4,5924.319216466352
X9,4580.722692448606
X2,4519.596047585254
X7,4489.653589580244
X3,4470.85248937706
X5,4389.975793850936
X1,4239.011831426705
