feature,importance
X28,0.19113163365518548
X23,0.14712202586642764
X35,0.08056141434996089
X40,0.07999018716399267
X32,0.07957626592760761
X44,0.07701931282548251
X48,0.07011334977196043
X39,0.06895566650364966
X36,0.06657157932552103
X34,0.063880201357506
X26,0.058522007092484944
X41,0.05473376738665665
X25,0.049010541761780636
X22,0.04014625962965018
X30,0.03801196361254873
X21,0.03705387054928863
X27,0.0361553698724956
X24,0.03250045624619826
X49,0.032439353425165886
X43,0.03229617402260848
X13,0.03081761640666052
X33,0.030663668183230602
X17,0.03060510400931974
X18,0.030067241427824416
X1,0.02860752994708471
X20,0.028348400038759686
X8,0.027953018413884218
X46,0.02610954498459371
X47,0.026051738431186543
X31,0.026051014996562323
X6,0.025876143840836457
X16,0.025613363954602956
X10,0.025532653102714273
X12,0.025348024215471082
X38,0.025102235193670226
X7,0.02444061698716836
X37,0.024184267383236837
X4,0.023911557700203975
X3,0.0231669786565096
X45,0.02312227022547933
X0,0.022686542905842176
X5,0.022594547183588873
X42,0.022093909382352894
X11,0.02196815528020342
X15,0.021953622584990947
X29,0.021675981771433008
X19,0.021536951260677246
X14,0.021314329088731716
X2,0.020218970562437044
X9,0.018844155698044283
