feature,importance
X8,0.8970724786676766
X9,0.2982245798665913
X6,0.2504282137190522
X7,0.23532017764491406
X5,0.20968630671889063
X0,0.0
X1,0.0
X2,0.0
X3,0.0
X4,0.0
