feature,importance
X9,3396413516.595518
X7,231948773.31606957
X0,218823712.06495923
X6,210274146.45293766
X8,208623961.20090878
X2,208474639.78493786
X5,205881932.49600387
X3,204859459.63096124
X4,203199275.20238087
X1,199874118.19381005
