feature,importance
X7,2.1026515600484275
X6,1.7836668362362658
X0,0.9716694964371748
X4,0.24735089594069584
X8,0.08885142650131675
X2,0.07472510262731807
X3,0.07080840227878779
X5,0.06822083558760957
X1,0.06609425183426003
X9,0.06267477361472183
