feature,importance
X3,0.10642615539777191
X30,0.10320080454278655
X45,0.0837154710631491
X11,0.06983929193295352
X49,0.06762694897581639
X22,0.0604609996263601
X40,0.05638558782856009
X32,0.049230352436762465
X8,0.04722422614205859
X43,0.04439228351402377
X24,0.04284257086134443
X46,0.042110607254563746
X26,0.04098171439683379
X42,0.03686337437380763
X44,0.034578955311285194
X37,0.032695260851080675
X23,0.032558563168836076
X48,0.03193694351138707
X29,0.031198652809888684
X17,0.029743946206349348
X33,0.02828322513955498
X21,0.028269959826515964
X20,0.02659565931831132
X19,0.0260060905470089
X34,0.025954693334136837
X7,0.025479553867098947
X14,0.02417235385635205
X16,0.024086532525941867
X31,0.023141626397124106
X4,0.02300527381214428
X12,0.022387694804332007
X2,0.022140947590087685
X39,0.02164620477540546
X13,0.02162414550823375
X10,0.02148292832350938
X35,0.021451104009053257
X25,0.02096239070837098
X6,0.02090556125261391
X15,0.019330556791311772
X38,0.01733212140136644
X28,0.017297386585301614
X41,0.016639384198923454
X9,0.015771729911017298
X47,0.014480079373122423
X36,0.014206187438752816
X5,0.013152445441056124
X0,0.013041520517310043
X27,0.013009927711498302
X18,0.012800845088163725
X1,0.012392909759607298
