feature;true_parent;Scratch_mean_shap;Scratch_mean_abs_shap;Scratch_rank;Asymmetric_PC_mean_shap;Asymmetric_PC_mean_abs_shap;Asymmetric_PC_rank;Causal_PC_mean_shap;Causal_PC_mean_abs_shap;Causal_PC_rank;Flow_PC_mean_shap;Flow_PC_mean_abs_shap;Flow_PC_rank;Asymmetric_LiNGAM_mean_shap;Asymmetric_LiNGAM_mean_abs_shap;Asymmetric_LiNGAM_rank;Causal_LiNGAM_mean_shap;Causal_LiNGAM_mean_abs_shap;Causal_LiNGAM_rank;Flow_LiNGAM_mean_shap;Flow_LiNGAM_mean_abs_shap;Flow_LiNGAM_rank
X32;False;0,009331585332895314;0,08604274742719452;23;0,008687473759242902;0,08691485644161977;23;-0,04685027110257046;0,8189443966650025;6;-0,10536309481743769;0,735455810681776;8;0,009279708285096578;0,08696325298187066;23;0,02303509180655337;0,16672367579750486;27;0,02009211656942599;0,2476216542709582;18
X38;True;-0,0102219677301669;0,08189604198963284;24;-0,008477072773016861;0,08186599323393062;24;0,04249011611313472;0,2752545883361189;21;-0,01760795924942603;0,15232938146815073;26;-0,014309259334835655;0,08308860927173255;24;-0,01492883373083746;0,1690257391558899;25;-0,005248722767619467;0,0979458539070201;28
X22;False;-0,004915340009087654;0,08006423077797932;25;-0,0035391936388318944;0,08049345438270293;25;-0,005546454437438551;0,19353609937580657;25;0,002709829195219889;0,29597279004556504;18;-0,004722978251383692;0,07897353057639056;25;-0,0476653615390836;0,1523614738425856;32;-0,010787326504717174;0,10247725435364881;27
X21;False;-0,005798117065040926;0,07300567655793185;26;-0,012618006096881539;0,07379052521455948;26;0,0031313935919487436;0,1790147720653498;27;-0,01612601933339268;0,1150684737007658;29;0,001160675064677924;0,07544798276466799;26;0,00378058741192418;0,029150675115734433;45;-0,0029896349994674985;0,02196595205142184;40
X47;False;0,0038381226933133384;0,056390889475827134;27;0,009764697814577792;0,05743475798193238;28;-0,02259172829990871;0,13381352633547572;36;-0,006416370133534275;0,053878447142474986;33;-0,005583748908651022;0,0554856072759084;28;0,0035188595617832805;0,040041192505445064;44;-0,004124666292354927;0,02653918912689776;36
X41;False;0,017096256354313263;0,055000850808088766;28;0,014685977607443336;0,061782939641150635;27;0,02098846053093983;0,22142343372377465;23;2,3422498820577092e-05;0,05311684798501092;34;0,018141580302262452;0,055650021072877365;27;0,03466313210019063;0,25118727485424275;20;0,042049770837218337;0,22580330535529738;20
X34;False;0,0031721329661299705;0,04465297553255563;29;0,0031211343426209934;0,04438113267285329;30;0,02630311604017269;0,14319139259713085;33;-0,0068874020586692335;0,055426236658565387;32;0,0031222848104619522;0,04457591916635252;30;0,0007552983145720743;0,16175182320985138;30;-0,00658999258443978;0,05562166641953919;31
X3;True;-0,003855793058597995;0,04423229875298249;30;-0,003787349197301461;0,04402748152935899;31;-0,07567306487360208;0,31731282403249794;19;-0,028332986983975586;0,2518213235562049;21;-0,0030176956119788018;0,043853330130250646;31;-0,049002256209166824;0,2853213542788533;18;-0,029817268326206757;0,2702200682459505;17
X24;False;-0,005964678218706919;0,04420660834066562;31;-0,0070189066943564605;0,045223089809478624;29;0,000728571323505454;0,060151780445461496;49;-0,003114774287691732;0,018370743704896567;45;-0,007028950933682177;0,045596598627043114;29;-0,0009701998034667085;0,06829463722808042;42;-0,002295730831547001;0,01346828553718133;44
X13;False;0,0018639902698967747;0,03979002295920607;32;-0,00022995033063230057;0,039488591973033005;32;-0,010980699175987462;0,10726895577612573;44;-0,00417166976608763;0,026916971704486106;38;0,0031238010788028547;0,042824967003841724;32;0,0020968678620239744;0,028597809733283044;46;-0,0037696976271653676;0,02645572361553439;37
X8;False;-0,005920021791638938;0,038927320366996324;33;-0,005496225890744769;0,038106875324146125;33;-0,01567706736119351;0,15492980948459606;30;-0,00015423890664803457;0,0435500273831087;36;-0,005078828001814417;0,038512382632204405;33;-0,011844108457488439;0,16873956857407854;26;-0,0015997584941960918;0,04498313555953949;32
X20;False;0,0023735063431949617;0,034978961883754406;34;0,0033652347377462937;0,03583570771441165;34;0,020579058445912218;0,1081388311889323;43;0,0035357102299720684;0,023482365195778964;41;0,002997070838569443;0,03521630914110718;34;-0,0017663537055190891;0,3654726540012279;12;-0,04331413349173708;0,37012770096366004;14
X45;False;-0,0017919909314447033;0,03031083595737615;35;-0,0016190022481105148;0,03273684044989328;35;-0,014754280176999219;0,14157992532293165;34;0,0022567463114674673;0,038602678885371174;37;-0,0016227758744829038;0,03174301352419439;35;0,0005781724714556457;0,14730875599219911;34;0,0003921371613887032;0,017923021242725403;43
X11;False;0,001166136341438987;0,026193113193978674;36;0,0008884489943804823;0,027008171437761387;37;0,009346056368364991;0,15098679322231273;32;0,002021564061169695;0,024712701843895513;40;0,00037019648999046085;0,026334597245842035;38;-0,0240423908465546;0,1538245346410082;31;0,003776260872876836;0,02262032456000654;39
X40;False;0,0047893040740155665;0,025860607022436123;37;0,0014065379869885263;0,027012625838922014;36;-0,001906543798381542;0,05957323210413017;50;-0,00047369177495587783;0,025209801161077506;39;0,0031102316627368023;0,027338129608189324;37;-0,027378419908441084;0,23055703270275085;21;0,033339556469307426;0,2177606256264549;22
X10;False;0,0005022649004003078;0,02454211779508698;38;0,001475849690154811;0,02371118047738265;38;-0,07131341947457957;1,5078165502321597;2;-0,0629229632425012;0,23273938250409404;23;-0,0004937843153919218;0,02768083161074588;36;-0,0018369468182843785;0,21832357679054848;22;-0,06160551134977111;0,22402108846413873;21
X14;False;0,002623241250312947;0,02252577991939672;39;-0,00023675907383286277;0,022458884906314296;39;-0,0051323295788755115;0,11172073645559757;41;-0,004672245267925158;0,020331132368080866;42;-0,0007296631285844901;0,022476180363256635;40;0,006458825656932182;0,11996223188535259;38;-0,004669051371253755;0,019295587321881046;41
X27;False;-0,002016694332026414;0,022342845807421362;40;-0,003090212413996395;0,020552460315097342;41;-0,030372607584277064;0,15490610494359242;31;-0,01291021347979592;0,04360328512261209;35;-0,0034389779839438354;0,019963226091925534;43;0,0004552405356424055;0,14029962424419606;35;-0,007829933969237746;0,0338076562185281;34
X0;False;0,004097913711879857;0,021046873281359627;41;0,002651189961891386;0,019094572766643038;43;0,040758715626755156;0,1707150261922566;28;-0,022814093633846327;0,3562016399798029;16;0,0067544716033617214;0,0225133542835895;39;-0,08318432336147723;0,7941349837107298;7;-0,02880408534718879;0,48258884789814466;9
X28;False;-0,0030554020261832067;0,020288412062135486;42;-0,003957453050786979;0,020826739042956347;40;0,017438443499124153;0,08018090115587267;48;-0,0043608387752832505;0,011792133487544458;47;-0,0039181396170748116;0,021741105279712545;41;-0,0040304999633423684;0,026654818431631276;47;-0,001410455832883384;0,006841300215822257;48
X30;False;-0,002526124355185186;0,0189217202591093;43;-0,004338301726704593;0,019214443951849593;42;0,013250664993202235;0,16271285872680213;29;-0,0029591000214828638;0,019838852891584574;43;-0,0003048977639661991;0,020492194996997587;42;-0,01742784818297679;0,05290630489286533;43;-0,003929897116607518;0,02496269773706912;38
X4;False;0,00041945914112649516;0,01626464493238345;44;2,551672958060535e-05;0,01607484400798903;44;0,005118652519430009;0,13292417103868528;37;0,0011100421752791919;0,019295644417102308;44;-9,977504243271492e-05;0,015901234013499518;44;0,014227778654032368;0,13731068834774193;36;0,0008720466321965598;0,018767047743340058;42
X29;False;-0,001008578088445639;0,014564096557209168;45;-0,0005930568149007853;0,014424414742416694;45;-0,004560020132509496;0,09067951685587848;46;-0,002141472725730919;0,011887130071632366;46;-0,0011733808294137706;0,0150993664306627;45;0,006413330267106226;0,11514431244878029;39;-0,0020212196509416165;0,011872892121803496;45
X46;False;0,0023720650569016215;0,01268018636578996;46;0,0024714866701824657;0,013396794825792506;46;-0,009671477004789996;0,10861429471368998;42;0,0012472223598538593;0,008342879515287022;48;0,0015981294874531785;0,01166617594672289;48;-0,010376984799347375;0,16653026911518712;28;0,0020934171988049406;0,02755570867869003;35
X15;False;-0,0002901580795919686;0,010353621718776239;47;-0,0005161825757519066;0,01065461150564446;49;-0,060189686370727816;0,4720882765286569;13;-0,16162031506470673;0,8174056913394048;5;0,000938877577006217;0,011177570584831162;49;-0,0022834332471171944;0,01793091970848548;49;0,00043502039641543015;0,005446507017703677;49
X48;False;-0,0014474362441615318;0,010112462036798933;48;-0,001121236664572624;0,012214015850590057;47;-0,01965728219979558;0,11282623030753218;40;-0,0034155725103946436;0,007906839948007774;49;-0,0013701775192161293;0,014900058479249372;46;-0,001223389898942992;0,022417098434773967;48;-0,0034256274227202716;0,007775487335149513;47
X37;False;-0,0009271814765390608;0,0097187402156899;49;-9,492270375238514e-05;0,011613343051703444;48;0,060109408858209014;0,4262567899887814;16;-0,14903707957133688;0,818279363010827;4;-0,00044607407092269526;0,0139667191034025;47;-0,00046370749858631053;0,016915239968775465;50;-0,0001432403889050316;0,003215813343551333;50
X36;False;-0,00019588434483770078;0,00956709723937724;50;-0,0001472537847494644;0,009756487838907986;50;0,012750946012964106;0,10376246657258158;45;-0,0009146841593887447;0,0045556681108691235;50;-0,0003056189186217722;0,00987431653676488;50;0,01584798085838823;0,1475838590371617;33;-0,0020094528660796044;0,008438417627086725;46
