feature;true_parent;Scratch_mean_shap;Scratch_mean_abs_shap;Scratch_rank;Asymmetric_PC_mean_shap;Asymmetric_PC_mean_abs_shap;Asymmetric_PC_rank;Causal_PC_mean_shap;Causal_PC_mean_abs_shap;Causal_PC_rank;Flow_PC_mean_shap;Flow_PC_mean_abs_shap;Flow_PC_rank;Asymmetric_LiNGAM_mean_shap;Asymmetric_LiNGAM_mean_abs_shap;Asymmetric_LiNGAM_rank;Causal_LiNGAM_mean_shap;Causal_LiNGAM_mean_abs_shap;Causal_LiNGAM_rank;Flow_LiNGAM_mean_shap;Flow_LiNGAM_mean_abs_shap;Flow_LiNGAM_rank
X42;True;-0,13281664390075731;1,884279691778799;1;-0,10924900442686111;1,875775917968019;1;0,02416816831284159;0,7734719463721992;7;-0,20567043838440743;0,888542454644781;3;-0,1506864309664523;1,8714002030058499;1;-0,06936289201329497;1,9369019192206212;2;-0,2603083250870222;1,3058471419279607;3
X35;True;-0,06448948056947523;1,0998583517924039;2;-0,04897296463592874;1,0981989490108848;2;-0,07860826315640188;0,49379978765815424;12;-0,09743753130030877;0,6878577525486811;10;-0,0713466037431316;1,1167318723810877;2;-0,027924734197537705;1,2408572922697028;4;-0,21926308533582264;1,4475354586540703;2
X23;True;-0,05326431719115945;0,943831457751247;3;-0,059114511888618715;0,9742287881811869;3;0,05970345057192698;0,44988280720754814;14;0,03320893438844083;0,4249012571655373;14;-0,057397382478247216;0,9392712562693382;3;0,06838335487233484;0,40695813008150494;11;0,03600598285489189;0,41676827619124845;11
X26;True;0,1641241900977116;0,9068148001946377;4;0,18301609499448077;0,9317434654447335;4;0,03952678568782049;0,5447781454635972;10;0,10075843015275115;0,6604400210773604;11;0,16268648276084582;0,8979129552268112;4;0,002686038568324567;0,3352428771863514;14;0,0331724987490109;0,21247372649659257;24
X16;True;0,034847871967383266;0,8380673225879863;5;0,009618372900268592;0,8369283197043571;5;0,08185648868237884;0,6497600699478743;9;0,06032783069103204;0,9122588868679347;2;0,049590367470623314;0,8609413955777283;5;0,0600622413794602;0,3346773406705369;15;0,01350931680252815;0,22721273323587948;19
X5;True;-0,10859811944223623;0,5741000293944951;6;-0,09988466289209424;0,5601471394873504;6;-0,09812032277146919;0,6760090908772624;8;-0,09934273288750317;0,7245841616484371;9;-0,10761260965067602;0,5756788975116496;6;-0,06354872378415544;0,3632996301484825;13;-0,048712879902341626;0,36039404940621994;15
X19;True;-0,08585795829030438;0,5499634687300471;7;-0,09279651019999195;0,5466577315169459;7;-0,02974299895002268;0,32410092210310915;17;-0,012232307995006443;0,24282968370927308;22;-0,05220104801294191;0,540889306503402;7;-0,06586943010345617;0,4804584245461965;8;-0,06877521451875165;0,8370379063706475;5
X39;True;-0,03885977172006216;0,4895242847019712;8;-0,05018214385139112;0,4959145197573866;8;-0,01362653573027207;0,2553275228053632;22;-0,01198783476014106;0,15474758471646102;25;-0,03580365564127434;0,49528877955431766;8;0,01413552278124329;0,4170755356655821;10;-0,014610001340338736;0,21686866554711082;23
X1;True;0,049959228065245484;0,47836956899729466;9;0,06152936406275597;0,47392319305790287;9;0,018567453147026805;0,28513519810676924;20;-0,009206779872494516;0,4134052374389826;15;0,010791349198140208;0,4903454318206958;9;0,01822452889538326;0,3106718484020344;17;-0,008067155674535371;0,4101396982219142;12
X25;True;0,08066189782175316;0,441460188253525;10;0,07681784161554152;0,4301659571966346;11;0,3042914939165878;1,3300879140629618;3;0,03767744532944186;0,6188301786603093;13;0,08891222615212828;0,4299863058867742;11;-0,0005481582204476343;0,18282010819016833;24;0,03007628256240921;0,3807928134625538;13
X44;True;0,02451351849660672;0,43628705508390636;11;0,028539423334410143;0,43581106929364927;10;-0,03378712562849561;0,43791232697763793;15;0,004872254889959564;0,263522312993575;20;0,02608209810854448;0,43954568844704417;10;0,005638062774335283;0,4293229258512664;9;0,012086535151163803;0,5225528206210993;8
X33;False;-0,007949834777180203;0,3664578841396476;12;-0,007189159571224846;0,37976180169089707;12;-0,0035761638881901064;0,31738230925625144;18;0,014083873495796208;0,27637041732552836;19;0,003019373278645366;0,3625622484348916;12;-0,21780755745359806;2,2842222129475656;1;0,03705375480458904;0,5305420551453318;7
X12;False;-0,041373260921849925;0,33139566740615206;13;-0,057182495488977816;0,3267275038167285;13;-0,10217998797135905;0,8249087139976277;5;-0,07277350266589698;0,7835283708670993;6;-0,03914463651796035;0,3430982795326776;13;0,03657399309592078;0,20595909882509067;23;-0,004446063350924814;0,08383969056775116;30
X18;True;-0,005422753481991077;0,30136766768037065;14;-0,006405455238664925;0,3042326668093988;14;0,0071267589552418695;0,1819185848152463;26;-0,04194404341519494;0,1913879367660533;24;-0,001711665208562764;0,30939923318581025;14;0,018236085675952977;0,13719061183052209;37;-0,03888418276285516;0,18366892290197442;25
X31;True;-0,020927046783122925;0,2828807668589041;15;-0,019403291546012755;0,2876062203168667;15;0,020792448972257994;0,20529803874480088;24;-0,014612537434790731;0,3529396469475345;17;-0,015448235859503218;0,2822316119171713;15;-0,034266902518286485;0,3111727523356377;16;0,014919472028533878;0,45091805101799376;10
X2;False;-0,03945103470333162;0,263953943521005;16;-0,05309374248733095;0,2570331379924362;16;-0,21916863345258975;2,7768231327347537;1;0,09344429002843603;1,063690256156802;1;-0,03808678076761003;0,26948438283204107;16;-0,027652528546539424;1,1236451926436324;5;-0,2111396936479079;1,602938214693619;1
X43;False;-0,010846583204258853;0,2213284851163325;17;-0,009679573818314267;0,22027725565012454;17;0,009239494385555049;0,1302364481914713;38;0,0042155080408443684;0,11742659394788085;28;-0,012361285302592335;0,2267055401326575;17;0,034916209206706995;0,27270696219875623;19;0,014900088340249956;0,2875840380339648;16
X7;False;-0,024316989081784347;0,20953575232180138;18;-0,02449969609044457;0,20659335101899892;18;-0,013321237893050617;0,1385659060153762;35;-0,016656313904767607;0,1423245707566538;27;-0,02890294209231567;0,20832898306972525;18;-0,021702688957076704;0,1654724109254491;29;-0,018650107995178827;0,14369421268485977;26
X49;False;0,0076523056907647205;0,19408635998248208;19;0,01623647750675011;0,1946609944572205;19;0,002975558467147096;0,09016076223285097;47;-0,00031459491665470214;0,06442735228225015;31;0,009603993325612742;0,19757079485398585;19;0,023655476959625173;0,09901974262414943;41;-0,0027922792703167277;0,08422362542504329;29
X9;False;-0,007137783022187727;0,165221630216842;20;-0,010592028808020007;0,15761895046658161;20;-0,1350145732480135;1,110748163068215;4;0,055530102045892614;0,7531067714030284;7;-0,008367980298963908;0,16128843249536096;20;-0,10505828629791582;1,1040637993651388;6;0,04484086359461584;0,766284225475267;6
X6;False;0,018725134180408047;0,10521889285763414;21;0,022024025803887227;0,1126574995268122;21;0,01546909979866217;0,5366883705031069;11;0,0753403139084948;0,6378187153148978;12;0,016152744036585828;0,09988779388636265;22;0,27557913250377597;1,2729672629041309;3;0,0807859909580618;0,9008968156316047;4
X17;False;-0,012179456336535778;0,0957897704308464;22;-0,010495098312304047;0,09434997837774729;22;-0,003984306981808851;0,11869337428375941;39;-0,0002419461040581685;0,0800784655146788;30;-0,01401595530711703;0,100102905494418;21;-0,007051128572926688;0,10337361616836509;40;-0,00484054546521721;0,03550968857200979;33
