feature,importance
X15,2.2720155508840403
X44,1.3126733322778947
X39,1.276998177995112
X43,1.1648963238043428
X30,0.9501512123015047
X24,0.5948195084233923
X2,0.5700986756345626
X18,0.44657549937561525
X23,0.42127502594154215
X16,0.414915756892006
X26,0.33925298471016174
X14,0.30982187374975134
X27,0.3060785818445755
X19,0.28575671845885886
X17,0.28199964824576446
X0,0.2170665750191345
X9,0.18755638092019786
X22,0.157868136922895
X20,0.14799605213995493
X21,0.13853375302547483
X38,0.12436878043393994
X3,0.11444673736176691
X1,0.11429118578459439
X7,0.08667328454400629
X31,0.08008581005298389
X4,0.07821383133590552
X10,0.07375487458772649
X41,0.06691073053465432
X12,0.06513873417383792
X42,0.06178531215030889
X25,0.053641465053421954
X40,0.0
X35,0.0
X37,0.0
X36,0.0
X13,0.0
X34,0.0
X33,0.0
X32,0.0
X29,0.0
X28,0.0
X6,0.0
X8,0.0
X11,0.0
X5,0.0
