feature,importance
X9,7.644600722434998
X3,2.9360787882294903
X2,2.862962756558222
X8,1.651673440591735
X0,1.3705180409659297
X7,0.7125349626151518
X6,0.6143949186556132
X1,0.4306135785499153
X4,0.3643665469263419
X5,0.0
