feature,importance
X1,2.708100333819817
X9,1.7374794640566682
X3,1.0646199239971021
X14,1.014008251997563
X8,0.9866740568132726
X17,0.9569035796281352
X26,0.7649949764467432
X2,0.7632672835101632
X27,0.5376897180000167
X0,0.5218878056698781
X5,0.47001281323704125
X20,0.42770769844683293
X22,0.3880204104237917
X13,0.36902824709375054
X36,0.36115421393412867
X33,0.33416919213802393
X38,0.3186364148808874
X6,0.31760552979230017
X15,0.3116119122357754
X11,0.30728175898327054
X39,0.27633431013570925
X48,0.25445926041798905
X7,0.2438211393041353
X4,0.22374822187858384
X19,0.1983010640522024
X43,0.19288930162886003
X18,0.19283982430691501
X40,0.17435088794868278
X12,0.15400586189128507
X23,0.15085385471007073
X25,0.14960926357802562
X16,0.1450935732819185
X30,0.14242973878759463
X10,0.1395979152119445
X24,0.13916404780775174
X42,0.1380221278530771
X35,0.12826318425233801
X21,0.115958737886695
X49,0.11400382191881636
X41,0.1138660691087641
X32,0.10986829123836948
X46,0.0959333666259803
X28,0.09086050427632403
X29,0.08933630711506954
X47,0.08463117246126893
X31,0.07862220980219829
X45,0.07016052005079003
X37,0.06974077041965705
X34,0.06246265944932501
X44,0.06100167193075119
