feature,importance
X32,0.1801698255350649
X28,0.15062654186529423
X23,0.14740267720905698
X44,0.09523660053697416
X35,0.0878318804391902
X40,0.07549746747624644
X39,0.0733864555342023
X34,0.06893948419334961
X48,0.06560534491982614
X36,0.0613484122341128
X41,0.055974605832354404
X25,0.0529729208933996
X26,0.05219611475526105
X13,0.050378141407957884
X27,0.049656691705302576
X22,0.04221308598379132
X43,0.04158208782503505
X21,0.04075494342207539
X49,0.035696841558320924
X17,0.034181440505197454
X31,0.03333213353505406
X24,0.03304310112665741
X16,0.0318397010767084
X29,0.03150046553328015
X1,0.031103805616698742
X18,0.030883818048417205
X38,0.030455847598883156
X20,0.029285517223584776
X14,0.029215530323713924
X42,0.028022366844799102
X45,0.02780593035739892
X7,0.02770817988335759
X46,0.027595038730784463
X3,0.027399461520936735
X6,0.027323651108563798
X19,0.026606534013724873
X33,0.02604091848645678
X47,0.02581818479134073
X11,0.0248225335965442
X30,0.02462623515290387
X15,0.024525755158371885
X10,0.024428492251872665
X37,0.024132442008930045
X0,0.02392506011399271
X8,0.023695945854363437
X2,0.023586288609506224
X4,0.022351695733977904
X12,0.021473648125731222
X5,0.02146944398756276
X9,0.01986471082045107
