feature,importance
X3,0.11265452362622021
X30,0.10941697987573788
X45,0.08057567430884846
X11,0.06716607255829235
X49,0.05915658322349257
X48,0.05223692156002157
X8,0.051409392847629215
X42,0.05110898891443249
X40,0.048284051845011854
X43,0.04679044541961383
X46,0.04636425235589378
X22,0.04484223254371834
X47,0.03986136338997517
X24,0.039370677171006375
X25,0.03652686681064195
X26,0.03554884327385618
X44,0.034592775840623174
X31,0.03431822537255306
X33,0.02902483880818154
X4,0.028547568824562573
X37,0.028170390057923034
X17,0.027512894879081484
X34,0.02706780913574298
X5,0.0268611379722086
X21,0.026448877147702853
X35,0.025612367841981346
X20,0.02558893660360254
X7,0.02554853601333511
X19,0.023244344709798363
X39,0.02314836929542306
X23,0.022203428913233902
X12,0.02113381112254715
X41,0.020794985964382715
X13,0.02009846272412972
X6,0.02006548064062523
X15,0.019628426347390843
X28,0.019278650381701515
X29,0.01904224890209901
X10,0.018366711337210986
X18,0.01834136867752174
X38,0.018230343379318167
X16,0.01803672374385088
X0,0.01802820467835188
X27,0.0167228951999841
X32,0.01569211477037423
X14,0.01343357095966422
X2,0.013391030199467562
X1,0.010019363794504677
X9,0.008546524255265172
X36,0.0
