feature,importance
X27,2.0181385488019203
X14,1.4230942435337248
X0,1.0910225134372218
X35,0.9649820184228523
X36,0.824439423500208
X20,0.7079110642447931
X26,0.6703314521330622
X33,0.6601681069998436
X29,0.6206739672015315
X17,0.6062274862468952
X41,0.6062249775553021
X48,0.5597701204861264
X19,0.5023414455160412
X5,0.4910478291995716
X9,0.4813793635418899
X42,0.42035597945305236
X43,0.3969768599518233
X39,0.3897465035693583
X15,0.38786863691034
X46,0.3730890377745974
X40,0.35198863211629694
X13,0.32450901604273086
X1,0.30840868463681786
X2,0.2983331339291116
X16,0.29107000233048647
X6,0.25956165952011084
X3,0.24964374812591472
X7,0.24459594244603639
X38,0.23482428870421126
X49,0.22219980878391696
X30,0.19178766258676483
X34,0.1858708230914465
X47,0.18405152331921126
X44,0.17506057187584223
X24,0.17495391852331926
X8,0.16235180205235442
X32,0.15864022445542136
X25,0.1486987663445954
X22,0.13839929143453092
X28,0.13520084236087584
X23,0.1307739273299967
X10,0.11203799420473187
X37,0.10764286203346199
X21,0.10322822040234453
X12,0.10313345184518903
X45,0.10266922090916025
X18,0.09553800621745018
X11,0.07375207171563714
X31,0.06454527851684153
X4,0.0415687053537898
