feature,importance
X28,30.131330913171315
X2,9.399427837835708
X26,7.369942895999718
X33,5.8790654720297155
X38,5.639721479030471
X23,2.097788061537224
X34,2.0824766014558533
X42,1.9816254655325392
X29,1.5406735279973753
X45,1.5242174806368527
X27,1.4095590687739092
X37,1.1154914147295347
X25,1.0151994921626268
X44,0.6042001953745354
X49,0.5953658353008813
X35,0.5851255310501307
X36,0.5507742568676988
X4,0.5380995233745025
X10,0.4259821091559419
X6,0.2935449583769712
X40,0.2603408634504519
X22,0.22180527173638925
X18,0.1705998169989423
X5,0.16367294062467752
X8,0.16332415948455584
X13,0.11390916893522615
X20,0.07729363310760703
X48,0.06460471271427576
X39,0.03824952558532101
X14,0.022680830474549607
X7,0.0
X43,0.0
X3,0.0
X41,0.0
X46,0.0
X47,0.0
X15,0.0
X32,0.0
X9,0.0
X16,0.0
X31,0.0
X30,0.0
X11,0.0
X12,0.0
X1,0.0
X24,0.0
X21,0.0
X19,0.0
X17,0.0
X0,0.0
