feature,importance
X4,1.6843256231891428
X7,1.0058002782263162
X2,0.9690363465520797
X1,0.28690478257249485
X0,0.2529823008266666
X3,0.02033992107210471
X8,0.01999939406265134
X9,0.0187702064847468
X5,0.01766491360880736
X6,0.01744820942235002
