feature,importance
X4,0.36233487290761346
X3,0.2105029793360955
X7,0.08159380369624454
X5,0.05368390222055228
X9,0.05203312282751359
X6,0.05071270264129099
X2,0.027439559487314292
X0,0.026869729263223622
X1,0.025480073604592635
X8,0.025009668180973613
