feature,importance
X3,0.12046276518442384
X1,0.048302017023336544
X0,0.04159158579833346
X6,0.040707741428598336
X11,0.03703370086280951
X5,0.03306988583785279
X8,0.03182859136519243
X13,0.03073943064911645
X4,0.02867167131483464
X30,0.028360122618998163
X12,0.027322165888803863
X14,0.02653571771305783
X20,0.02634175702313339
X29,0.024893904063968124
X25,0.022930883061144408
X9,0.02288100139840634
X19,0.022593108706794717
X21,0.022433908641400477
X34,0.022178316219186766
X17,0.020644897910025762
X46,0.020442212390115164
X2,0.02039170185710065
X18,0.019098928583195597
X23,0.018701971181359734
X26,0.018612780687113757
X22,0.018011353784719134
X15,0.017485706907359
X10,0.017034579880536437
X7,0.016438349368040055
X28,0.015937331010028415
X33,0.01567896872207885
X27,0.01564155912317281
X24,0.014647654074401115
X40,0.014477670392310809
X16,0.013701467016285147
X49,0.01336635512359446
X31,0.012126217059357503
X42,0.010627858132973018
X38,0.010115545398164031
X37,0.009932611651230744
X45,0.008336019745629157
X32,0.00794226202121008
X44,0.007839211981583626
X41,0.006637761996215066
X35,0.005529408753314781
X43,0.003244598448874464
X39,0.0020695893220397214
X48,0.0013857473099076227
X47,0.0008229532423239173
X36,0.00017849192414080928
