feature,importance
X2,2.6729759923712777
X10,1.4229030378749246
X6,1.3113532074762428
X9,1.2830131315713504
X32,0.9963112133268038
X12,0.8671335281631513
X42,0.7966072418502549
X5,0.6778736921613422
X16,0.6175037082618356
X35,0.4928974924316583
X26,0.4705785137199833
X15,0.42247164604027027
X44,0.41777390026889755
X37,0.400470788574703
X23,0.399583759606235
X19,0.32174682572205043
X1,0.29600846567387606
X31,0.29305649721608357
X3,0.2887835405891818
X38,0.2797003202044861
X39,0.24206807843229894
X25,0.21474685651452938
X33,0.19325415764488624
X0,0.1875105698701657
X36,0.1698902191904054
X18,0.16410200561670865
X45,0.15122515947826842
X21,0.14434768735285208
X11,0.14206208191719935
X17,0.13653840902338094
X14,0.13192489835516105
X22,0.11968352324453554
X48,0.11848732100743227
X8,0.11471149895985247
X46,0.11446451182064904
X43,0.11298952350838518
X34,0.1127852947545963
X30,0.10639223737854751
X7,0.10609990029152189
X27,0.09583308498924642
X49,0.09506619058550118
X29,0.09436341993960431
X28,0.08438332054693082
X24,0.0776549980848424
X47,0.0749498629883792
X13,0.0678243680210391
X4,0.05771985997798757
X41,0.053229974342045974
X20,0.03630664072369189
X40,0.028838687735596204
