feature,importance
X33,1.512387118037232
X24,1.3795260510114449
X47,1.0757651392515668
X46,0.8591348740412088
X7,0.7710906351392387
X41,0.73332848881625
X48,0.6914301455849483
X39,0.5783870504985169
X44,0.5004143957247357
X6,0.45734428694588947
X49,0.3835927374027536
X30,0.3492004016949554
X0,0.33138266904193453
X40,0.3221067945501558
X15,0.205470673895816
X2,0.14529562453490827
X5,0.1265237812758445
X1,0.08904902642362628
X45,0.07701527578737832
X4,0.07426112041610056
X13,0.07051559835359232
X19,0.0609327222971602
X37,0.058858406587962195
X12,0.05175795728011658
X38,0.050304670400907324
X10,0.049518976753506756
X20,0.04699253653221829
X42,0.04513808573476925
X22,0.041814544411268015
X17,0.04093249158196168
X25,0.039755628955147795
X35,0.03826164160161398
X18,0.033823969111851926
X8,0.03287227459767355
X28,0.02919016992943622
X21,0.026744778502032475
X23,0.025582396793406702
X31,0.02509864804139783
X9,0.02238912897062879
X36,0.022053531525342368
X32,0.021978373450582463
X29,0.021674714403283883
X26,0.021037621403593523
X43,0.0203071354875316
X27,0.01880562769877838
X16,0.017812148273338664
X11,0.014394847019012457
X14,0.013060336294207275
X3,0.009930922024931538
X34,0.009917470520018153
