feature,importance
X7,1.6305610303222422
X2,1.2729457900853882
X4,0.41709974202514416
X9,0.13592588737722777
X1,0.11446419748746656
X0,0.09882884857786778
X8,0.09128465129744795
X5,0.029541444092923915
X6,0.026862975773732024
X3,0.015814896321144703
