feature,importance
X12,1.9679005917524717
X33,1.3235370265798876
X29,1.3101654542061616
X31,1.2149964516469276
X3,0.9231947522865351
X25,0.7144525105951256
X47,0.6698435651150035
X44,0.5628470388885949
X42,0.5345090010139673
X9,0.498130113526238
X23,0.49588648889467807
X1,0.4952072031598916
X19,0.4496295455957055
X35,0.4004813152799677
X6,0.3477041535508224
X2,0.3474153958229516
X34,0.343984656663503
X7,0.3424701839284394
X38,0.3331577515074053
X49,0.3313353367858868
X8,0.31493245952982263
X16,0.31464810154310685
X36,0.3017259483620907
X30,0.2458127645201051
X14,0.24130785743745162
X0,0.23504069759130147
X21,0.23115366081842434
X45,0.23001662374706178
X43,0.205515145980092
X22,0.18400532210227338
X48,0.16822329488853477
X32,0.16672959172884003
X11,0.1614010894054843
X4,0.15086974251797403
X28,0.14812565804447803
X39,0.14329963920852024
X18,0.1429650773158195
X24,0.14293849724203442
X46,0.13446131168467848
X5,0.13130938168607664
X37,0.126750277619239
X26,0.12579228961048114
X41,0.11180399370685269
X10,0.10063572175244018
X40,0.09949770284612107
X17,0.09300772105158289
X20,0.07914023480203662
X15,0.07712655144877889
X13,0.04776881602244547
X27,0.04745899079477216
