feature,importance
X37,1.522467195100528
X19,1.2297458039640115
X41,1.156452083915524
X33,1.0326217936024786
X22,1.026700839840392
X48,0.9467628614966191
X30,0.9429846528010227
X34,0.8660246152639227
X47,0.8096898067009707
X39,0.6887978824970227
X6,0.65950924649055
X44,0.6085293165140868
X0,0.5965441401790748
X46,0.5882876205371219
X18,0.5553020946213683
X7,0.5213618729582685
X24,0.4896194604593827
X14,0.45439054857355143
X12,0.3662622532673723
X49,0.35396056515475316
X15,0.3184453060091182
X1,0.28273301873718415
X36,0.27516116393284545
X45,0.22133237397610794
X11,0.17209921654253935
X40,0.1715652013716239
X28,0.16271738188814544
X8,0.13236119110325148
X25,0.1144470502810384
X26,0.1112560530714226
X3,0.11005772153752837
X13,0.1081708129346313
X10,0.1054594624421084
X42,0.10348129802104694
X4,0.10001995569451384
X5,0.08662865463469138
X29,0.08551667900398502
X2,0.0815746359527133
X43,0.07209911705497292
X23,0.06263109456039867
X38,0.06253569857839122
X35,0.06196478349516874
X9,0.05909588590960087
X21,0.058680164601169045
X31,0.055213543283379234
X16,0.05129409021329761
X27,0.03788585790254991
X20,0.03779950336443149
X17,0.024574806002161557
X32,0.016789600831737833
